name,project_link,owner,address,area,sell_date,progress,price,scale,latlong,page_number
"
Spring Life
",https://batdongsan.com.vn/can-ho-chung-cu-quan-2/spring-life-pj751,Công ty Cổ Phần Đầu Tư và Kinh Doanh nhà Khang Điền,"Đường Nguyễn Duy Trinh, Phường Bình Trưng Tây, Quận 2, Hồ Chí Minh",29.593 m²,,"
Đang cập nhật
",,3 khối nhà cao từ 12-18 tầng với 975 căn hộ,"10.7898092269897,106.771270751953",p104
"
Chung cư 25 Tân Mai
",https://batdongsan.com.vn/can-ho-chung-cu-hoang-mai/chung-cu-25-tan-mai-pj737,Công ty CP Licogi 19,"25 Tân Mai, Phường Tân Mai, Hoàng Mai, Hà Nội",2.935 m²,,"
Đang cập nhật
",,3 tầng thương mại dịch vụ và 14 tầng nhà ở,"20.983491897583,105.850036621094",p104
"
Thiên Lộc Tower
",https://batdongsan.com.vn/can-ho-chung-cu-go-vap/thien-loc-tower-pj733,Công ty TNHH Thương mại và Đầu tư Thiên Lộc,"1/7A  Phạm Văn Chiêu, Phường 14, Gò Vấp, Hồ Chí Minh",6.400 m²,,"
Đang cập nhật
",13.5 triệu/m²,03 block bao gồm 314 căn hộ,"10.851188659668,106.655181884766",p104
"
Mỹ Đình Plaza
",https://batdongsan.com.vn/can-ho-chung-cu-nam-tu-liem/my-dinh-plaza-pj725,Công ty CP Xây lắp Điện 1,"140 Trần Bình, Phường Mỹ Đình 2, Nam Từ Liêm, Hà Nội",55.230 m²,2013,"
Đang cập nhật
",22 triệu/m²,1 block 25 tầng,"21.0308399200439,105.77579498291",p104
"
Khu nhà ở cao tầng 102 Trường Chinh
",https://batdongsan.com.vn/can-ho-chung-cu-dong-da/khu-nha-o-cao-tang-102-truong-chinh-pj731,Công ty Cổ phần Cơ điện và Xây dựng Việt Nam,"Ngõ 102 Trường Chinh, Phường Phương Mai, Đống Đa, Hà Nội",23.000 m²,Quý IV/2014,"
Đã hoàn thành
",20 triệu/m²,Gồm 2 toà nhà chung cư HH1 và HH2,"20.9999389648438,105.836372375488",p104
"
Gemek Tower
",https://batdongsan.com.vn/can-ho-chung-cu-hoai-duc/gemek-tower-pj723,Công ty CP Xuất nhập khẩu tổng hợp Hà Nội - Geleximco,"Đường Lê Trọng Tấn, Xã An Khánh, Hoài Đức, Hà Nội",8.295 m²,Quý II/2016,"
Đã hoàn thành
",14 triệu/m²,"Gồm 2 tòa tháp cao 34 tầng và 2 tầng hầm, 1 tầng lửng","21.0083923339844,105.730247497559",p105
"
Cantavil An Phú - Cantavil Premier
",https://batdongsan.com.vn/can-ho-chung-cu-quan-2/cantavil-an-phu-cantavil-premier-pj713,Công ty Cổ phần Daewon,"Đường Xa Lộ Hà Nội, Phường An Phú, Quận 2, Hồ Chí Minh",46.605 m²,Năm 2012,"
Đang cập nhật
",,"36 tầng, 2 hầm","10.8004903793335,106.747436523438",p105
"
Golden Palace
",https://batdongsan.com.vn/can-ho-chung-cu-nam-tu-liem/golden-palace-pj720,Công ty Cổ phần Đầu tư Mai Linh,"Đường Mễ Trì, Xã Mễ Trì, Nam Từ Liêm, Hà Nội",203.227 m²,Quý IV/2015,"
Đã hoàn thành
",24 triệu/m²,"Gồm 3 tòa tháp A, B, C cao 30 tầng","21.0119361877441,105.774993896484",p105
"
Chung cư Bộ Tổng Tham Mưu
",https://batdongsan.com.vn/can-ho-chung-cu-nam-tu-liem/chung-cu-bo-tong-tham-muu-pj721,Tổng công ty 789 ,"Đường Nhân Mỹ, Phường Mỹ Đình 1, Nam Từ Liêm, Hà Nội",94.422 m²,,"
Đang cập nhật
",23 triệu/m²,"2 block 17 tầng và 21 tầng, 473 căn hộ","21.0249671936035,105.77131652832",p105
"
Chung cư 229 Phố Vọng
",https://batdongsan.com.vn/can-ho-chung-cu-hai-ba-trung/chung-cu-229-pho-vong-pj722,Công ty TNHH MTV Đầu  tư Xây lắp và Phát triển Nhà,"229 Phố Vọng, Phường Đồng Tâm, Hai Bà Trưng, Hà Nội",,,"
Đã hoàn thành
",10 triệu/m²,"Gồm 2 khu nhà chung cư A1, A2","20.9953784942627,105.84432220459",p105
"
Khu cao ốc Hồng Tân
",https://batdongsan.com.vn/can-ho-chung-cu-binh-tan/khu-cao-oc-hong-tan-pj709,Công ty CP Xây dựng và Đầu tư Địa Ốc Hồng Quang,"Phường Bình Trị Đông, Bình Tân, Hồ Chí Minh",45.859 m²,,"
Đang cập nhật
",,"14 tòa nhà, cao từ 16 đền 19 tầng","10.7652168273926,106.592765808105",p105
"
Chung cư 16B Nguyễn Thái Học
",https://batdongsan.com.vn/can-ho-chung-cu-ha-dong/chung-cu-16b-nguyen-thai-hoc-pj717,Công ty xây dựng 319 Bộ Quốc phòng,"16B Nguyễn Thái Học, Phường Yết Kiêu, Hà Đông, Hà Nội",3.587 m²,,"
Đã hoàn thành
",16 triệu/m²,Gồm 25 tầng và 02 tầng hầm,"20.9729156494141,105.775596618652",p105
"
Khu căn hộ Sherwood Residence
",https://batdongsan.com.vn/can-ho-chung-cu-quan-3/khu-can-ho-sherwood-residence-pj711,Công ty CP Đầu tư Vạn Thịnh Phát,"127 Pasteur, Phường 6, Quận 3, Hồ Chí Minh",40.000 m²,,"
Đang cập nhật
",,"Chung cư gồm 21 tầng, 2 tầng lửng và 3 tầng hầm","10.7828063964844,106.693161010742",p105
"
Khu căn hộ Gia Tuệ Central Square
",https://batdongsan.com.vn/can-ho-chung-cu-go-vap/khu-can-ho-gia-tue-central-square-pj710,Công ty CP Đầu Tư Gia Tuệ,"Đường Nguyễn Văn Lượng, Phường 6, Gò Vấp, Hồ Chí Minh",77.400 m²,,"
Đang cập nhật
",,,"10.8396883010864,106.681999206543",p105
"
Chung cư Bắc Bình
",https://batdongsan.com.vn/can-ho-chung-cu-binh-thanh/chung-cu-bac-binh-pj708,Công ty CP Đầu tư và Xây dựng Số 8 - CiC 8,"Đường Cầu Ván, Phường 25, Bình Thạnh, Hồ Chí Minh",981 m²,Quý IV/2012,"
Đang cập nhật
",,Chung cư cao 12 tầng (1 tầng hầm + 1trệt + 11 lầu),"10.8012762069702,106.721549987793",p106
"
Southern Palace
",https://batdongsan.com.vn/can-ho-chung-cu-quan-7/southern-palace-pj712,Công ty TNHH Thương mại Phương Nam,"Đường Nguyễn Văn Linh, Phường Tân Phú, Quận 7, Hồ Chí Minh",26.444 m²,,"
Đang cập nhật
",22 triệu/m²,,"10.7344570159912,106.722679138184",p105
"
An Phú Apartment
",https://batdongsan.com.vn/can-ho-chung-cu-quan-6/an-phu-apartment-pj703,Công ty CP An Phú,"961 Hậu Giang, Phường 11, Quận 6, Hồ Chí Minh",4.202 m²,,"
Đã hoàn thành
",16.2 triệu/m²,25 tầng: Cung cấp 279 căn hộ bán và khoảng 1.625 m2 sàn trung tâm thương mại,"10.7454147338867,106.626388549805",p106
"
Ruby Garden
",https://batdongsan.com.vn/can-ho-chung-cu-tan-binh/ruby-garden-pj704,Tập đoàn Tân Hoàng Thắng,"Đường Nguyễn Sỹ Sách, Phường 15, Tân Bình, Hồ Chí Minh",71.682 m²,Tháng 10/2009,"
Đang cập nhật
",16.5 triệu/m²,311 căn hộ,"10.8176956176758,106.632720947266",p106
"
The Mark
",https://batdongsan.com.vn/can-ho-chung-cu-quan-7/the-mark-pj705,Công Ty TNHH MTV Phát Triển Và Kinh Doanh Nhà,"Đường Nguyễn Lương Bằng, Phường Tân Phú, Quận 7, Hồ Chí Minh",83.000 m²,,"
Đang cập nhật
",,8 block cao từ 26 - 30 tầng,"10.7353658676147,106.715873718262",p106
"
Lori Plaza
",https://batdongsan.com.vn/can-ho-chung-cu-quan-12/lori-plaza-pj706,Công ty CP Trường Lưu Thủy,"Phường Trung Mỹ Tây, Quận 12, Hồ Chí Minh",,,"
Đang cập nhật
",,,"10.8565435409546,106.614395141602",p106
"
Chung cư Phú Đạt
",https://batdongsan.com.vn/can-ho-chung-cu-binh-thanh/chung-cu-phu-dat-pj700,Công ty CP Đầu tư và Xây dựng Dầu khí Phú Đạt,"48/5B Ung Văn Khiêm, Phường 25, Bình Thạnh, Hồ Chí Minh",2.026 m²,Quý IV/2011,"
Đã hoàn thành
",22 triệu/m²,Gồm 1 đơn nguyên cao 16 tầng,"10.8073101043701,106.714653015137",p106
"
Chung cư Cao cấp Tam Bình
",https://batdongsan.com.vn/can-ho-chung-cu-thu-duc/chung-cu-cao-cap-tam-binh-pj699,Công ty Cổ phần Địa ốc Sài Gòn,"Phường Tam Bình, Thủ Đức, Hồ Chí Minh",7.122 m²,Tháng 10/2015,"
Đang cập nhật
",,gồm 02 block chung cư cao 17 tầng (không kể tầng hầm và mái che thang tại sân thượng),"10.8676471710205,106.733787536621",p106
"
Lakeside Apartment
",https://batdongsan.com.vn/can-ho-chung-cu-vung-tau-vt/lakeside-apartment-pj698,Tổng công ty CP Đầu tư Phát triển Xây dựng (Dic Corp),"Đường Nguyễn Hữu Cảnh, Phường 10, Vũng Tàu, Bà Rịa Vũng Tàu",11.601 m²,Quý IV/2011,"
Đang cập nhật
",11 triệu/m²,"4 block 16 tầng, 756 căn hộ","10.3766422271729,107.110664367676",p106
"
Cao ốc BMC Hưng Long
",https://batdongsan.com.vn/can-ho-chung-cu-phu-nhuan/cao-oc-bmc-hung-long-pj701,Công ty vật liệu xây dựng và xây lắp thương mại - BMC,"Số 60/7 Huỳnh Tấn Phát, P. Phú Thuận, Q7 TP HCM",19.639 m²,,"
Đang cập nhật
",,,"10.7158670425415,106.737258911133",p106
"
Xi Riverview Palace
",https://batdongsan.com.vn/can-ho-chung-cu-quan-2/xi-riverview-palace-pj697,Công ty GS E & C,"Phường An Phú, Quận 2, Hồ Chí Minh",17.209 m²,,"
Đã hoàn thành
",15.3 triệu/m²,Gồm: 3 tòa nhà,"10.8169937133789,106.730735778809",p107
"
Chung Cư Tân Thịnh Lợi
",https://batdongsan.com.vn/can-ho-chung-cu-quan-6/chung-cu-tan-thinh-loi-pj702,Công ty CP Đầu tư Tân Thịnh Lợi,"D37A Khu dân cư Phú Lâm, Phường 13, Quận 6, Hồ Chí Minh",3.450 m²,Quý I/2010,"
Đang cập nhật
",14 triệu/m²,"2 block 15 tầng, 221 căn hộ","10.7523393630981,106.628807067871",p106
"
Chung cư Conic Đình Khiêm
",https://batdongsan.com.vn/can-ho-chung-cu-binh-chanh/chung-cu-conic-dinh-khiem-pj686,Công ty TNHH Đầu tư và Phát triển Lĩnh Phong - Conic,"Đường Nguyễn Văn Linh, Xã Phong Phú, Bình Chánh, Hồ Chí Minh",,,"
Đang cập nhật
",,2 block nhà cao 12 tầng với 157 căn hộ,"10.7093372344971,106.641761779785",p107
"
Căn hộ Quang Thái
",https://batdongsan.com.vn/can-ho-chung-cu-tan-phu/can-ho-quang-thai-pj690,Công ty TNHH Đầu tư - Xây dựng - Thương mại Địa ốc Quang Thái,"Đường Lý Thánh Tông, Tân Phú, Hồ Chí Minh",,,"
Đang cập nhật
",,"Chung cư cao 20 tầng, 2 tầng hầm và 1 tầng lửng","10.7663478851318,106.627975463867",p107
"
Căn hộ Cao cấp Mỹ Long
",https://batdongsan.com.vn/can-ho-chung-cu-thu-duc/can-ho-cao-cap-my-long-pj693,Công ty Cổ phần Xây Dựng Số 5,"Đường 18 Kha Vạn Cân, Phường Hiệp Bình Chánh, Thủ Đức, Hồ Chí Minh",,Tháng 10/2010,"
Đã hoàn thành
",,"2 block, cao 15 tầng, tổng cộng 202 căn hộ","10.8255081176758,106.719200134277",p107
"
Golden Age Towers
",https://batdongsan.com.vn/can-ho-chung-cu-bien-hoa-dna/golden-age-towers-pj696,Công ty TNHH Amazing,"Đường Quốc Lộ 51, Phường Long Bình Tân, Biên Hòa, Đồng Nai",12.000 m²,Quý I /2012,"
Đang cập nhật
",,4 Block 20 tầng nổi và 2 tầng hầm,"10.9002418518066,106.887825012207",p107
"
Saigon Pavillon
",https://batdongsan.com.vn/can-ho-chung-cu-quan-3/saigon-pavillon-pj689,Công ty CP Đầu tư Xây dựng Phú Hưng Gia,"53-55 Bà Huyện Thanh Quan, Phường 6, Quận 3, Hồ Chí Minh",,Tháng 10/2011,"
Đang cập nhật
",96 triệu/m²,"12 tầng nổi, 3 tầng hầm với 87 căn hộ","10.7762804031372,106.68864440918",p107
"
Chung cư Thọ Nam Sang
",https://batdongsan.com.vn/can-ho-chung-cu-quan-12/chung-cu-tho-nam-sang-pj692,Công ty TNHH Xây dựng - Thương mại - Dịch vụ Thọ Nam Sang,"Đường Trường Chinh, Phường Tân Thới Nhất, Quận 12, Hồ Chí Minh",7 m²,,"
Đang cập nhật
",,3 Block cao 15 tầng chia làm 3 đơn nguyên với 232 căn hộ cao cấp,"10.8337774276733,106.620887756348",p107
"
Chung cư PNT Court
",https://batdongsan.com.vn/can-ho-chung-cu-quan-3/chung-cu-pnt-court-pj683,C.T Group,"58/8  Phạm Ngọc Thạch, Phường 6, Quận 3, Hồ Chí Minh",,,"
Đã hoàn thành
",,7 căn hộ 1 phòng ngủ,"10.785945892334,106.692375183105",p108
"
Veronica Apartments
",https://batdongsan.com.vn/can-ho-chung-cu-quan-2/veronica-apartments-pj675,C.T Group,"Phường An Phú, Quận 2, Hồ Chí Minh",,,"
Đang cập nhật
",,Một khối 14 căn và một khối 8 căn,"10.8131427764893,106.730819702148",p108
"
Căn hộ May Apartments
",https://batdongsan.com.vn/can-ho-chung-cu-quan-2/can-ho-may-apartments-pj684,C.T Group,"Đường Nguyễn Văn Hưởng, Phường Thảo Điền, Quận 2, Hồ Chí Minh",,,"
Đã hoàn thành
",,,"10.8102731704712,106.730842590332",p107
"
Chung cư 45 Nguyễn Sơn
",https://batdongsan.com.vn/can-ho-chung-cu-long-bien/chung-cu-45-nguyen-son-pj677,Công ty CP Kỹ nghệ và Hạ tầng Talin,"45 Nguyễn Sơn, Phường Long Biên, Long Biên, Hà Nội",,,"
Đang cập nhật
",,,"21.0476188659668,105.877113342285",p108
"
Chung cư 141 Trương Định
",https://batdongsan.com.vn/can-ho-chung-cu-hai-ba-trung/chung-cu-141-truong-dinh-pj678,Công ty CP tập đoàn Đầu tư Ba Đình (B.I.G),"141 Trương Định, Phường Trương Định, Hai Bà Trưng, Hà Nội",27.768 m²,,"
Đang cập nhật
",,,"20.9911651611328,105.849563598633",p108
"
Khu nhà ở Vũ Ngọc Phan
",https://batdongsan.com.vn/can-ho-chung-cu-dong-da/khu-nha-o-vu-ngoc-phan-pj679,Công ty CP Tập đoàn Xây dựng Nhà Đất,"25 Vũ Ngọc Phan, Phường Láng Hạ, Đống Đa, Hà Nội",6.099 m²,,"
Đang cập nhật
",,"Gồm 1 khu nhà ở thấp tầng, 16 căn biệt thự song lập và 9 căn nhà phố liền kề","21.0138187408447,105.811302185059",p108
"
Chung cư An Hòa
",https://batdongsan.com.vn/can-ho-chung-cu-quan-2/chung-cu-an-hoa-pj680,Công ty CP Địa ốc 7,"Phường An Phú, Quận 2, Hồ Chí Minh",3.629 m²,Quý II/2011,"
Đang cập nhật
",22 triệu/m²,"20 tầng nổi, 1 tầng hầm gồm 188 căn hộ","10.7930736541748,106.739585876465",p108
"
Chung cư Five Stars - An Khánh
",https://batdongsan.com.vn/can-ho-chung-cu-hoai-duc/chung-cu-five-stars-an-khanh-pj688,Công ty CP quan hệ Quốc tế Đầu tư Sản xuất - Ciri,"Xã Lại Yên, Hoài Đức, Hà Nội",139.930 m²,Quý I/2018,"
Đang cập nhật
",14 triệu/m²,832 căn hộ,"21.0174674987793,105.72721862793",p107
"
Chung cư Nguyễn Văn Cừ
",https://batdongsan.com.vn/can-ho-chung-cu-binh-chanh/chung-cu-nguyen-van-cu-pj673,Công ty CP Đầu tư - Kinh Doanh Nhà (INTRESCO),"Xã Bình Hưng, Bình Chánh, Hồ Chí Minh",,,"
Đang cập nhật
",,"14 block, mỗi block cao từ 11 tầng - 14 tầng","10.7301759719849,106.695091247559",p108
"
Căn hộ Da Sà
",https://batdongsan.com.vn/can-ho-chung-cu-binh-tan/can-ho-da-sa-pj682,Công ty CP Đầu tư Xây dựng Bình Chánh (BCCI),"Phường Bình Trị Đông B, Bình Tân, Hồ Chí Minh",2.362 m²,,"
Đã hoàn thành
",,108 căn hộ,"10.7558679580688,106.618789672852",p108
"
Conic Garden
",https://batdongsan.com.vn/can-ho-chung-cu-binh-chanh/conic-garden-pj685,Công ty TNHH Đầu tư và Phát triển Lĩnh Phong - Conic,"Đường Nguyễn Văn Linh, Xã Bình Hưng, Bình Chánh, Hồ Chí Minh",300.000 m²,2015,"
Đang cập nhật
",9.7 triệu/m²,"2 block 15 tầng, 360 căn hộ","10.7109231948853,106.641983032227",p107
"
Căn hộ Incomex
",https://batdongsan.com.vn/can-ho-chung-cu-quan-7/can-ho-incomex-pj672,Tập đoàn Incomex Sài Gòn,"Phố Trần Xuân Soạn, Phường Tân Kiểng, Quận 7, Hồ Chí Minh",,,"
Đang cập nhật
",,,"10.751443862915,106.709083557129",p108
"
Chung cư 72 Quan Nhân
",https://batdongsan.com.vn/can-ho-chung-cu-thanh-xuan/chung-cu-72-quan-nhan-pj676,Tổng Công ty Đầu Tư và Phát Triển Nhà Hà Nội - Handico,"số 38, Ngõ 72 phố Quan Nhân, Phường Nhân Chính, Thanh Xuân, Hà Nội",,,"
Đang cập nhật
",,11 tầng và 15 ô nhà vườn,"21.0062885284424,105.811752319336",p108
"
Chung cư, văn phòng 222 Đội Cấn
",https://batdongsan.com.vn/can-ho-chung-cu-ba-dinh/chung-cu-van-phong-222-doi-can-pj666,Công ty CP Đầu Tư Xây Dựng và Phát Triển Đô Thị Sông Đà,"Đường Đội cấn, Phường Liễu Giai, Ba Đình, Hà Nội",9.633 m²,Năm 2011,"
Đang cập nhật
",,,"21.035457611084,105.818733215332",p109
"
Rivera Park Sài Gòn
",https://batdongsan.com.vn/can-ho-chung-cu-quan-10/rivera-park-sai-gon-pj671,Công ty CP Đầu tư và Phát triển Đô thị Long Giang,"7/28 Thành Thái, Phường 14, Quận 10, Hồ Chí Minh",10.893 m²,Quý II/2017,"
Đang thi công
",28 triệu/m²,"Gồm 3 Block A, B, C cao 25 tầng","10.7697420120239,106.663604736328",p109
"
Chung cư Hoàng Quy
",https://batdongsan.com.vn/can-ho-chung-cu-long-bien/chung-cu-hoang-quy-pj667,Công ty CP Thương mại Dịch vụ & Du lịch Thái Hoàng,"Phường Bồ Đề, Long Biên, Hà Nội",18.900 m²,,"
Đang cập nhật
",,"13 tầng nổi, 01 tầng hầm","21.0371780395508,105.873069763184",p109
"
Khu nhà ở kinh doanh Dịch Vọng
",https://batdongsan.com.vn/can-ho-chung-cu-cau-giay/khu-nha-o-kinh-doanh-dich-vong-pj668,Công ty CP Xây dựng số 3 - VINACONEX3,"Phường Dịch Vọng, Cầu Giấy, Hà Nội",16.290 m²,,"
Đang cập nhật
",,,"21.0336170196533,105.790916442871",p109
"
Cụm chung cư Ấn Quang
",https://batdongsan.com.vn/can-ho-chung-cu-quan-10/cum-chung-cu-an-quang-pj670,C.T Group,"Đường Bà Hạt, Phường 9, Quận 10, Hồ Chí Minh",18.860 m²,Tháng 10/2008,"
Đang cập nhật
",17 triệu/m²,"5 tòa nhà 18 tầng, 792 căn hộ","10.7656946182251,106.670974731445",p109
"
Cao ốc Sông Đà Tower
",https://batdongsan.com.vn/can-ho-chung-cu-quan-3/cao-oc-song-da-tower-pj663,Công ty Cổ phần Đầu tư Phát triển Sông Đà,"14B Kỳ Đồng, Phường 9, Quận 3, Hồ Chí Minh",615 m²,Tháng 12/2008,"
Đã hoàn thành
",28 triệu/m²,"1 block 15 tầng, 40 căn hộ","10.7835988998413,106.682777404785",p109
"
Khu nhà ở cho công nhân Đông Anh
",https://batdongsan.com.vn/can-ho-chung-cu-dong-anh/khu-nha-o-cho-cong-nhan-dong-anh-pj669,Công ty CP Vinaconex 6,"Xã Kim Chung, Đông Anh, Hà Nội",90.000 m²,,"
Đã hoàn thành
",19 triệu/m²,"Gồm nhà ở, biệt thự","21.1236743927002,105.771217346191",p109
"
Chung Cư Nguyễn Đình Chiểu
",https://batdongsan.com.vn/can-ho-chung-cu-hai-chau-ddn/chung-cu-nguyen-dinh-chieu-pj664,Công ty CP Kiến trúc Hà Nội ,"Hải Châu, Đà Nẵng",3.135 m²,Tháng 10/2009,"
Đang cập nhật
",15 triệu/m²,"25 tầng, bao gồm 02 tầng hầm để xe, 03 tầng trệt làm siêu thị, và 20 tầng căn hộ","16.0287189483643,108.245582580566",p109
"
Chung cư 107 Trương Định
",https://batdongsan.com.vn/can-ho-chung-cu-quan-3/chung-cu-107-truong-dinh-pj662,Công ty CP Xây dựng Kinh doanh Địa ốc III,"107 Trương Định, Phường 6, Quận 3, Hồ Chí Minh",,,"
Đang cập nhật
",,"Khối nhà cao 15 tầng (1 tầng hầm, tầng kỹ thuật) bao gồm 102 căn hộ","10.7782907485962,106.688423156738",p109
"
Khu dân cư Bắc Lương Bèo
",https://batdongsan.com.vn/can-ho-chung-cu-binh-tan/khu-dan-cu-bac-luong-beo-pj665,Công ty CP Đầu tư Xây dựng Bình Chánh (BCCI),"Đường Trần Thanh Mại, Phường An Lạc, Bình Tân, Hồ Chí Minh",12.621 m²,,"
Đang cập nhật
",15 triệu/m²,04 khối chung cư 16 tầng với 480 căn hộ,"10.7501735687256,106.588043212891",p109
"
Khu căn hộ Bình Phú
",https://batdongsan.com.vn/can-ho-chung-cu-quan-6/khu-can-ho-binh-phu-pj661,Công ty CP An Phú,"961 Hậu Giang, Phường 11, Quận 6, Hồ Chí Minh",,,"
Đang cập nhật
",,5 block căn hộ,"10.7452726364136,106.626609802246",p110
"
Hà Nội Center Point
",https://batdongsan.com.vn/can-ho-chung-cu-thanh-xuan/ha-noi-center-point-pj653,Công ty Đầu tư Xây dựng số 2 Hà Nội,"Phố Hoàng Đạo Thúy, Phường Nhân Chính, Thanh Xuân, Hà Nội",9.980 m²,Quý III/2017,"
Đang thi công
",27 triệu/m²,"Gồm 31 tầng, trong đó có 24 tầng căn hộ cao cấp và 7 tầng trung tâm thương mại","21.0048179626465,105.804672241211",p110
"
Chung cư Mùa Xuân
",https://batdongsan.com.vn/can-ho-chung-cu-tay-ho/chung-cu-mua-xuan-pj657,Công ty CP Đầu tư Thương mại An Dân,"Phạm Văn Đồng, Tây Hồ, Hà Nội",,,"
Đã hoàn thành
",,,"21.061840057373,105.783782958984",p110
"
Chung cư An Lạc - Mỹ Đình
",https://batdongsan.com.vn/can-ho-chung-cu-nam-tu-liem/chung-cu-an-lac-my-dinh-pj659,Công ty CP Đầu tư An Lạc,"Đường Lưu Hữu Phước, Phường Mỹ Đình 1, Nam Từ Liêm, Hà Nội",8.563 m²,2007,"
Đang cập nhật
",18 triệu/m²,"11 tầng nổi, 1 tầng hầm","21.0330371856689,105.761665344238",p110
"
Chung cư 134 Quán Thánh
",https://batdongsan.com.vn/can-ho-chung-cu-ba-dinh/chung-cu-134-quan-thanh-pj660,C.T Group,"Phố Quán Thánh, Phường Trúc Bạch, Ba Đình, Hà Nội",,,"
Đang cập nhật
",,,"21.0425128936768,105.842346191406",p110
"
Chung Cư Nguyễn Kim
",https://batdongsan.com.vn/can-ho-chung-cu-quan-10/chung-cu-nguyen-kim-pj655,Tổng công ty Địa ốc Sài Gòn Resco,"Đường Nguyễn Kim, Phường 7, Quận 10, Hồ Chí Minh",6 m²,,"
Đang cập nhật
",,,"10.7615919113159,106.661743164063",p110
"
Chung cư Hodeco Phú Mỹ
",https://batdongsan.com.vn/can-ho-chung-cu-phu-my_1-vt/chung-cu-hodeco-phu-my-pj650,Công ty CP Phát triển nhà Bà Rịa - Vũng Tàu (HODECO),"Đường Quốc Lộ 51, Xã Phú Mỹ, Tân Thành, Bà Rịa Vũng Tàu",,,"
Đang cập nhật
",,,"10.5893144607544,107.053894042969",p111
"
Chung cư D2 Giảng Võ
",https://batdongsan.com.vn/can-ho-chung-cu-ba-dinh/chung-cu-d2-giang-vo-pj641,Công ty CP Đầu tư Phát triển nhà Gia Bảo,"Phố Giảng Võ, Ba Đình, Hà Nội",5.345 m²,Quý IV/2010 đến năm 2012,"
Đã hoàn thành
",46 triệu/m²,Gồm: 21 tầng nổi và 2 tầng hầm,"21.025936126709,105.822189331055",p111
"
Mỹ Phú Apartment
",https://batdongsan.com.vn/can-ho-chung-cu-quan-7/my-phu-apartment-pj639,Công ty Cổ phần Đầu tư Hạ tầng và Đô thị Dầu khí,"60/68 Lâm Văn Bền, Phường Tân Kiểng, Quận 7, Hồ Chí Minh",7.078 m²,Quý II/2013,"
Đang cập nhật
",15.7 triệu/m²,"24 tầng, 286 căn hộ","10.7480220794678,106.713523864746",p111
"
Chung cư Tô Hiến Thành
",https://batdongsan.com.vn/can-ho-chung-cu-quan-10/chung-cu-to-hien-thanh-pj645,Tổng công ty Địa ốc Sài Gòn Resco,"Đường Tô Hiến Thành, Phường 12, Quận 10, Hồ Chí Minh",2.896 m²,,"
Đang cập nhật
",,một khối nhà 15 tầng kèm theo 01 tầng hầm và 01 tầng kỹ thuật,"10.7754640579224,106.66561126709",p111
"
Chung cư B1 Giảng Võ
",https://batdongsan.com.vn/can-ho-chung-cu-ba-dinh/chung-cu-b1-giang-vo-pj640,Công ty CP Đầu Tư Xây Dựng và Phát Triển Đô Thị Sông Đà,"Đường Trần Huy Liệu, Phường Giảng Võ, Ba Đình, Hà Nội",,,"
Đã hoàn thành
",,,"21.0286312103271,105.821601867676",p111
"
Khu đô thị Vĩnh Hoàng
",https://batdongsan.com.vn/can-ho-chung-cu-hoang-mai/khu-do-thi-vinh-hoang-pj654,Công ty CP Đầu tư Xây dựng Phát triển nhà số 7 Hà Nội ,"Đường Nguyễn Tam Trinh, Phường Hoàng Văn Thụ, Hoàng Mai, Hà Nội",150.378 m²,Tháng 02/2015,"
Đã hoàn thành
",17 triệu/m²,"109 căn nhà vườn, biệt thự","20.9846973419189,105.866157531738",p110
"
Chung cư Điền Phúc Thành
",https://batdongsan.com.vn/can-ho-chung-cu-quan-9/chung-cu-dien-phuc-thanh-pj647,Công ty CP Xây dựng Phước Thành,"Đường D6, Phường Phước Long B, Quận 9, Hồ Chí Minh",3.600 m²,,"
Đang cập nhật
",12 triệu/m²,"2 block 14 tầng, 128 căn hộ","10.8085947036743,106.785469055176",p111
"
Khu nhà ở 44 Triều Khúc
",https://batdongsan.com.vn/can-ho-chung-cu-thanh-xuan/khu-nha-o-44-trieu-khuc-pj643,C.T Group,"Đường Triều Khúc, Phường Thanh Xuân Nam, Thanh Xuân, Hà Nội",6.098 m²,,"
Đang cập nhật
",,"Chung cư cao 19 tầng, tổng cộng 15 căn hộ vườn","20.9860496520996,105.798133850098",p111
"
Chung cư 187 Tây Sơn
",https://batdongsan.com.vn/can-ho-chung-cu-dong-da/chung-cu-187-tay-son-pj652,Tổng Công ty Đầu Tư và Phát Triển Nhà Hà Nội - Handico,"187 Tây Sơn, Phường Quang Trung, Đống Đa, Hà Nội",3.300 m²,,"
Đã hoàn thành
",,17 tầng nổi và 1 tầng hầm,"21.0133361816406,105.827651977539",p110
"
Tòa Nhà Horizon
",https://batdongsan.com.vn/can-ho-chung-cu-quan-1/toa-nha-horizon-pj646,Công ty Địa ốc Fico,"214 Trần Quang Khải, Phường Tân Định, Quận 1, Hồ Chí Minh",3.362 m²,Cuối năm 2011,"
Đã hoàn thành
",37 triệu/m²,"24 tầng, 264 căn hộ","10.7918844223022,106.687744140625",p111
"
Chung cư Thiên Quý
",https://batdongsan.com.vn/can-ho-chung-cu-quan-12/chung-cu-thien-quy-pj649,Tập đoàn Đất Xanh,"Phường Thới An, Quận 12, Hồ Chí Minh",6.626 m²,Tháng 05/2010,"
Đang cập nhật
",16 triệu/m²,"14 tầng, 216 căn hộ","10.8732690811157,106.658599853516",p111
